Gene,GH23,GH46,GH1284,GH1298,GH1332,GH1352,GH1520,GH1547,GH1603,GH1660,GH1834
B4GALT3,7.397829,5.239494,3.798033,11.202607,6.775631,6.2468,3.867423,4.047767,2.180868,5.7696,2.009682
DMTN,5.666518,13.077806,7.290686,6.485891,2.233944,8.015109,7.417985,10.30477,4.707811,2.764431,8.989519
ADAMTS4,0.20191,0.38067,0.030589,0.159351,0.101283,0.039385,0.325862,0.175762,0.046241,0.118793,0.02185
FAM160B2,2.750815,6.065969,3.73845,5.045519,4.323153,4.282991,7.633154,4.284987,2.87816,3.324241,4.232311
NDUFS2,13.154629,15.051477,8.062164,24.229132,8.057707,23.796484,12.647317,11.375931,6.952104,22.428932,4.433326
SLC5A11,0,0.015469,0.008313,0.000847,0.006705,0.041749,0.00985,0.017778,0.020624,0.005691,0.027329
FCER1G,4.178806,2.6222,2.800265,1.703341,1.879487,3.184614,7.000977,3.633435,1.225685,1.292292,1.25184
APOA2,0,0.021518,0,0.170007,0,0,0,0.013553,0,0.002241,0.048077
TOMM40L,0.899381,1.169992,0.72322,1.732092,0.997459,1.045328,1.363827,1.122342,0.963664,1.647174,0.832511
MPZ,0.28282,0.442824,0.317715,0.778936,0.403859,0.223655,0.689642,0.204951,0.240779,0.225485,0.259236
WFDC8,0,0,0,0,0,0,0,0,0,0,0
CCAR2,5.867907,5.59905,5.126783,7.496273,6.031499,6.323223,6.759343,9.215604,3.867589,6.939668,7.504579
WNT9B,0.002225,0.001217,0.000376,0.001279,0.000946,0.000523,0.023538,0.010194,0.003272,0.000781,0.012675
CACHD1,0.671854,4.971044,2.169878,2.368656,0.941674,0.671058,1.514049,3.023575,2.305633,1.584783,3.072662
CDC42SE2,1.868675,1.950139,3.79431,6.528847,1.42881,4.218401,1.624482,2.736804,1.613423,5.514155,2.810894
RAPGEF6,2.786409,4.421084,2.123548,4.015642,2.319758,3.311159,2.480439,3.433153,2.798991,2.958282,2.419695
EPB41,3.703608,4.96879,3.522728,2.260347,1.977806,5.689743,2.978531,4.141315,3.124294,4.320708,2.59447
MIS18A,1.121808,1.331352,1.23824,1.73679,0.804084,1.996539,1.510553,1.733956,1.056197,1.153112,1.083272
ALG8,5.773397,3.998633,3.516052,7.381819,2.511023,7.115978,4.331103,9.27946,2.853774,8.499179,3.891408
FBXW5,10.08491,11.84089,5.673467,12.596807,7.79083,12.453573,11.182176,14.192145,5.814226,11.277618,7.06854
CFAP298,5.094074,5.774382,4.378264,9.867161,3.138425,9.171082,8.049245,5.711403,4.69946,6.625095,4.839261
SYNJ1,10.354324,7.236871,9.671212,6.151772,5.132804,13.091558,8.653461,6.511385,5.200951,11.342505,5.219849
PAXBP1,2.742876,3.374627,3.150821,2.849892,2.956192,2.206135,3.136822,1.599691,3.932326,2.65044,3.65691
IFNAR2,5.097429,3.252064,2.250721,2.980824,1.373687,3.400738,2.833082,3.22523,1.67432,2.616502,1.868748
MRPL10,3.157487,2.735743,2.008684,4.060216,1.91192,3.655737,2.152974,3.558687,1.660963,2.694081,2.272297
IFNGR2,11.818097,4.149596,5.761551,6.420148,2.502197,8.956248,7.321064,4.488026,3.869405,9.330485,4.234312
GART,4.49136,6.397285,4.842162,5.010485,2.745719,5.237734,6.07611,3.816752,3.878868,3.661281,3.550694
SON,27.011511,25.423094,15.535308,37.109371,29.317223,37.977421,45.417404,23.518417,33.00069,24.985832,15.975778
DONSON,2.056817,2.457772,1.824644,1.982051,1.633104,2.774772,2.850198,1.765902,1.714105,2.537438,2.75993
SV2A,10.359622,8.724433,6.652475,12.575405,5.616345,14.996356,6.255929,10.128548,3.871912,16.139614,3.916165
LAD1,0.007057,0.104893,0,0.043598,0.040873,0.005306,0.050147,0.049327,0.026781,0.037725,0
STC1,0.462443,4.897698,0.536497,6.643975,0.273976,0.744013,5.134713,1.022702,0.18986,1.152571,0.953927
TNNI1,0,0.025247,0,0,0,0,0.00688,0,0,0.001253,0
CSRP1,11.223816,29.363138,13.403839,11.405351,5.306199,21.187017,12.611753,7.792246,5.011136,13.464058,6.358714
PRAC1,0,0,0,0,0,0,0,0,0,0,0
HOXB13,0,0,0,0,0.006923,0,0,0,0,0,0
C1QC,9.50554,10.77037,10.145524,8.196226,5.440846,12.82697,30.154322,13.252915,4.416316,6.345397,8.757308
KCNE2,0.019099,0.068232,0.143755,0.028516,0,0,0.167537,0.11131,0.017618,0.148886,0.079023
ATP5MC1,28.245092,16.066813,23.038538,34.422718,6.513597,34.541275,18.173988,29.104258,13.31986,35.882191,7.625892
RCAN1,7.327951,6.61123,7.462652,6.77373,4.388653,18.079903,13.301154,4.324372,4.586574,10.68049,3.596237
UBE2Z,9.518961,11.113911,6.627445,10.680842,5.283135,12.246791,8.931573,13.916159,6.507358,12.104893,5.858792
CIART,2.499615,1.517594,2.556103,3.74679,3.743658,2.222539,1.754905,1.730111,3.007123,1.425559,1.282717
SNF8,7.328511,7.447789,6.177019,8.525818,5.196569,11.477514,6.450321,7.150202,5.787958,10.497493,5.830139
CLIC6,0.015782,0.241536,0.05813,0.049944,0.039183,0.007452,0.506046,0.025955,0.143796,0.099978,0.048726
CCDC24,0.847849,2.538899,1.487648,2.426983,0.410641,1.551157,1.577242,1.749563,1.292613,0.792961,1.365357
RUNX1,2.64238,1.418076,0.287587,0.221889,0.408416,0.214966,1.550885,0.325345,0.218569,0.015145,0.021915
IGF2BP1,0,0.000929,0,0,0,0.001024,0.005378,0,0,0,0
GIP,0,0,0,0,0,0,1e-06,0,0,0,0
CBR1,4.924178,11.277477,5.132615,9.944378,3.544167,6.122869,6.54867,5.010307,4.114966,4.916502,3.260034
CBR3,0.861383,0.511552,0.911385,0.297676,0.679876,0.634121,0.738331,0.349195,0.216654,0.215036,0.891533
AC005041.1,0.930973,0.787384,0.916,2.148381,0.632509,1.871056,0.902476,0.770593,0.73621,0.924416,1.106449
GJD2,8.86394,1.762581,7.366416,6.679755,20.829214,11.210858,14.880094,3.059035,3.271229,23.740459,1.454668
ACTC1,0.065355,0.061142,0.081939,0.076532,0.540984,0.085453,0.081445,0.055477,0.167212,0.401291,0.094092
MORC3,3.307531,2.966955,3.743579,3.316768,1.466762,4.027689,3.770359,2.181169,2.189802,3.49691,2.235559
CHAF1B,0.393287,0.286538,0.286402,0.198948,0.077448,0.133304,0.430894,0.429208,0.067004,0.323981,0.317696
CLDN14,0.061329,0.041247,0.003137,0,0.008102,0.51401,0.014139,0,0,0.034254,0.026006
SIM2,0.047842,0.16355,0.086705,0.110083,0.056821,0.110339,0.113791,0.070624,0.132108,0.02303,0.825549
HLCS,3.101942,4.760299,2.951705,5.532584,3.01189,4.982633,2.731436,2.961005,2.553645,3.773942,5.037708
GOLGA6A,0.00112,0.001381,0.023143,0.013585,0.031132,0.004255,0.006814,0.003073,0.011973,0.00413,0.00929
SCUBE1,0.007633,0.105693,0.007254,1.360022,0.011778,0.035112,0.11059,0.006881,0.01126,0.048787,0.004799
ARHGAP27,0.311456,0.763995,0.203723,0.402204,0.567133,0.305467,0.659625,0.408823,0.580613,0.100099,0.601935
ADPGK,5.090319,2.98824,2.787164,3.403652,3.812869,4.612017,4.121513,3.264086,2.798112,3.731753,1.752746
PTMS,5.004522,26.28879,8.799995,6.426739,5.724997,27.725199,20.440557,6.619796,3.412076,13.604573,5.725791
PLA2G4D,0.017582,0.169265,0.007451,0.424965,1.161602,0.011297,0.018804,0.033438,0.05127,0.08758,0.162141
PADI4,0.013658,0.001202,0.003848,0.000834,0,0.006178,0.08639,0,0.000936,0.032479,0
ADIPOR1,10.960057,16.457794,7.265645,16.068895,14.420963,11.880885,8.735517,11.956689,8.734537,13.100274,5.75357
CYB5R1,14.398046,12.844801,8.832669,13.078785,7.960857,14.873002,12.882962,8.087732,6.207239,15.01449,4.954806
PSMD4,19.549206,17.010107,13.478728,26.912483,12.034633,25.757185,13.922204,15.138331,9.330504,20.236763,6.444967
ATP13A2,5.384544,10.890792,4.659501,9.227306,3.198434,5.897869,5.440051,6.054177,3.302408,7.591307,6.896277
M1AP,0.007252,0.457171,0.171365,0.020397,0.014632,0.017641,0.021823,0.75382,0.322218,0.318555,0.820756
PSMB4,40.391163,38.611019,32.148514,55.936836,25.09627,53.460388,37.30154,38.41893,18.961931,55.917805,16.217434
IRX6,0,0,0.006172,0,0,0,0.005139,0,0.0055,0,0
BTG2,15.913885,39.257767,5.819808,16.958788,5.205213,13.643605,13.499357,8.907349,4.110076,9.867136,5.161502
CES5A,0.153605,0.014171,0.016879,0.003492,0.173456,0.013397,0.004167,0.000842,0.009308,0.004174,0
HK2,0.021943,0.587864,0.010307,0.056781,0.05319,0.020508,0.107191,0.042554,0.083892,0.047097,0.00613
C1R,0.334642,2.044935,0.471903,0.19562,0.744296,0.386361,24.302511,0.31098,0.349073,1.557286,0.336473
CELF3,12.652297,14.562284,8.449072,14.94283,18.454227,11.975691,13.825773,9.452429,4.711202,7.059407,6.765083
ALDH4A1,0.63503,1.923895,0.526482,1.101184,0.334978,1.037392,1.069107,1.26887,0.54007,1.050909,0.476281
STARD9,0.731433,0.346086,0.240745,0.056934,0.185316,0.200205,0.122813,0.262601,0.06956,0.150638,0.878227
THEM4,2.348559,3.814409,2.14031,2.575115,1.51349,3.563761,1.653457,3.325165,1.107651,3.655271,1.077433
TCHH,0.016326,0.002987,0.004448,0.009605,0.021551,0.024396,0.046607,0.022107,0,0.007956,0.00917
LCE2B,0,0,0,0,0,0,0,0,0,0,0
UBR1,6.906011,6.980721,5.986922,6.292108,6.096828,9.328084,4.735784,5.268597,4.897388,9.207808,2.823377
AMFR,7.129262,11.195102,5.666009,7.553289,5.399452,8.557248,8.550477,6.85381,3.870118,6.979257,4.111072
MED8,7.989364,5.228634,5.722704,8.163594,3.052977,9.800561,5.098358,3.905342,4.096532,10.16717,2.54401
TGM7,0,0,0,0,0,0,0,0,0,0,0
RGL4,0.087969,0.116963,0.080868,0.081461,0.084123,0.120002,0.100731,0.090847,0.124349,0.038972,0.161025
SPRR2G,0,0,0,0,0,0,0,0,0,0,0
PGLYRP3,0,0,0,0,0,0,0,0,0,0,0
ISL2,0.042074,1.414607,0.01998,0.087342,0.143506,0,0.121265,0.552118,0.014036,0,0.545268
RSPRY1,6.240738,4.440605,4.692069,5.047715,3.511521,4.880569,5.77494,1.818501,3.318671,4.37943,3.069175
CCDC17,0.028073,0.218051,0.104546,0.152138,0.154049,0.077353,0.300813,0.033169,0.217871,0.055285,0.203291
GPBP1L1,13.747562,14.965024,10.386321,17.19223,5.949945,16.579308,11.184839,10.050075,8.070495,12.985844,7.497338
NAE1,10.947949,10.109879,9.740797,10.843393,6.487814,11.112435,9.088958,8.296497,6.546374,12.75808,4.861011
TMEM69,3.543433,4.016682,2.826,5.13311,2.566397,5.337005,3.387599,4.485082,2.472209,5.56488,2.709591
ADGRG5,0.035462,0.054029,0.032117,0.035653,0.069917,0.014608,0.210263,0.037095,0.020151,0.013203,0.041366
DRC7,0.02984,0.072871,0.044867,0.053428,0,0.245764,0.075819,0.064155,0.0328,0.095542,0.048382
ACE,0.658517,1.859342,0.502401,1.789418,0.818162,0.601625,2.021422,1.029172,0.321416,1.130818,3.706789
TEPP,0,0.027429,0.021754,0.006662,0.006602,0,0.006512,0.006359,0.011376,0.001511,0.011831
UROC1,0,0.031328,0,0.016827,0,0.000273,0,0.019519,0,0,0.01723
EFCAB14,15.263652,16.100481,8.059662,14.535039,9.19884,15.93847,11.130812,15.227133,8.669699,13.1133,7.248631
SPON2,3.605241,1.630219,0.418643,0.425607,0.216165,2.059536,3.125947,1.005471,0.512961,3.855033,1.752644
CHCHD6,2.388846,2.679004,3.410494,4.688402,1.185077,3.234761,4.377462,4.10124,2.280516,4.271904,2.670455
CTBP1,5.120433,26.44569,4.775142,28.309181,4.858183,52.868969,31.970901,11.967568,16.280699,15.830596,4.836089
LRRC36,0.013873,0.362843,0.05132,0.019053,0.088914,0.006441,0.092404,0.058293,0.144683,0.144419,0.117977
TPPP3,3.099458,15.312832,5.319798,4.386213,2.383792,6.632839,5.648364,8.933582,4.272124,6.225089,3.805006
ZDHHC1,2.808645,3.914093,1.961167,4.034975,2.486027,2.943031,3.340569,2.70229,1.758552,2.770626,1.50134
ATP6V0D1,29.213669,26.83226,18.41153,19.118189,10.66546,41.487926,13.981692,20.341263,14.802033,22.030222,11.419015
AGRP,0.623596,0.185782,0.36276,0.333744,0.193914,0.069489,0.304653,0.257827,0.227679,0.122843,0.458824
ZFYVE28,3.085325,2.877722,1.300621,4.784479,2.501801,6.332175,5.10063,5.609438,2.216894,3.967445,2.265781
CARMIL2,0.891211,1.240722,0.605886,1.077757,0.899399,1.032235,0.865553,0.94599,0.443265,0.991525,0.583631
C16orf86,0.410209,0.638107,0.623108,0.416691,0.250771,0.534613,0.985353,0.218491,0.323323,0.342924,0.275768
PIP,0.012501,0.05126,0.159789,0.141511,0,0,0.10076,0.044952,0.443168,0,0.356308
FAM131B,0.043132,0.141756,0.117438,0.015672,0,0.08421,0.145503,0.061361,0.004891,0.140056,0.141962
RGS12,1.125693,2.331713,1.129774,0.921876,0.900895,3.04565,1.432424,3.054037,1.154034,0.807432,2.964551
PSKH1,2.318742,3.217578,1.714123,2.529096,1.944868,3.402869,2.931826,2.206729,2.240524,2.677738,1.535078
ZYX,1.995398,2.004454,0.899363,0.654709,0.741905,1.892226,3.300801,1.533013,0.447373,1.851528,1.383221
ABR,2.605183,4.784226,3.209785,0.912415,2.822329,5.989002,2.91901,6.580577,1.572816,3.828081,2.590785
LYPD5,1.343692,0.269079,0.713249,0.920755,0.114458,0.750985,0.356431,0.99313,0.439002,0.758513,0.381052
CCDC117,5.584528,3.926942,5.39697,5.010818,2.241094,8.162379,2.797062,6.822985,2.009039,6.354447,2.030998
ZNF230,1.051555,0.698934,0.651897,1.134372,1.356372,0.950194,1.011685,1.446164,0.616841,0.910573,0.776359
CCDC107,4.565339,2.674082,3.162383,4.869373,1.864365,6.322134,4.43186,9.081582,1.97925,6.638314,1.853281
ZNF222,1.896514,2.056945,1.866011,2.538792,1.907041,3.209186,1.804177,2.500944,1.026485,1.973024,1.343853
NPR2,1.573391,2.997999,2.623449,4.854342,1.33373,3.90223,5.247064,6.150646,3.043903,2.528172,3.239704
ZNF221,1.82086,1.648491,0.920468,1.906402,2.039736,1.706192,2.107058,2.950731,1.387802,1.221906,2.402079
ZNF233,0.774016,1.138767,0.785249,1.296065,1.552031,1.940168,1.599406,1.328301,1.572416,1.233699,1.627406
ZNF235,0.950154,1.32915,0.636012,1.45997,2.836257,1.212071,1.30092,1.983867,1.447352,1.238953,1.913339
GNE,4.622121,2.498899,4.243981,3.728537,3.113822,7.540196,5.718496,7.131246,2.984055,5.820131,2.24233
TNFRSF13C,0.039611,0.061649,0.062905,0.06759,0.043587,0.053859,0.202268,0.155834,0.040692,0.038436,0.086591
OR3A3,0,0,0,0,0,0.004311,0,0,0,0,0.00931
ARHGAP35,9.704321,8.580838,7.001009,11.597497,10.869307,19.390963,13.036904,20.311506,6.998984,14.392108,9.943612
PTGIR,0.806713,0.070786,0.073612,0.0371,0.061794,0.03083,0.587299,0.088086,0.020883,0.063588,0.014285
CALM3,23.970144,24.143635,14.531034,23.370113,18.118719,25.160118,22.465429,22.236835,9.750319,21.542946,13.730291
DFFA,2.827371,3.606048,2.122438,4.66925,1.615623,3.887812,3.110119,5.117238,2.57702,4.041982,1.771461
CCDC28B,2.17521,3.933824,2.057874,3.442161,1.069503,3.901545,2.495545,2.927836,1.943954,1.647111,1.475354
IQCC,1.050112,2.230619,0.999245,1.848851,0.85096,1.889688,1.198011,1.111364,1.166161,1.120988,0.831407
TMEM234,1.35528,3.034165,1.919528,2.334529,0.825888,1.528089,2.080808,1.026108,1.377985,1.520852,1.212053
BSDC1,9.837317,9.050953,7.379338,15.142171,7.517994,12.065783,7.871815,11.260468,8.525986,9.057341,5.615142
ZBTB8A,1.145974,1.192682,1.2817,1.065672,0.713378,1.759082,0.882236,0.964895,0.708998,1.466318,0.472433
ATAD3B,1.659985,2.410708,2.643997,2.356177,1.068523,2.109129,3.071685,1.271492,1.086992,2.270742,0.833082
SSU72,14.311504,15.194696,7.664559,25.044035,9.402706,12.525723,7.049818,17.836359,8.414943,9.692905,4.518208
UBE2J2,5.662199,6.277692,3.796631,7.900218,3.860049,7.397963,5.906368,5.747564,4.603998,6.544143,3.542572
ZNF362,3.567644,3.598328,3.138726,4.585339,2.95516,5.702651,4.221994,3.245556,2.027769,4.173053,2.062406
FNDC5,1.276745,1.376775,2.391321,0.586547,4.034327,1.434636,1.175037,1.294368,0.941604,0.767927,0.586479
CPAMD8,0.018864,0.586404,0.151087,0.106029,0.00832,0.013397,0.120332,0.024715,0.053051,0.106978,0.026163
NR2F6,3.136668,5.103213,3.249168,5.256846,5.702096,7.129315,4.421612,6.262209,2.976412,5.162587,4.200296
ANKLE1,0.011135,0.066609,0.028381,0.061802,0.045296,0.035357,0.105748,0.054756,0.049302,0.014704,0.135502
CCDC58,3.604393,2.335526,3.274511,2.563761,1.900729,3.38413,2.647408,2.669168,1.399782,3.841236,2.770292
VMA21,12.080905,11.331555,9.868139,11.849545,5.531823,14.052805,10.55045,17.19091,5.957067,13.749949,6.799393
KALRN,2.535106,2.462517,3.471911,1.195976,0.649753,2.363925,0.920353,0.89154,1.058107,0.754412,0.968771
CILP2,0.007709,0.073353,0.034539,0.01623,0.028477,0.061163,0.290742,0.069527,0.018994,0.046091,0.121114
ABCG1,10.679699,8.160194,4.602725,20.512241,10.644253,12.935354,13.605412,7.473577,8.358607,15.275298,7.724848
TFF3,0.202296,0.241527,0.115781,0.229077,0.060013,0.162799,0.467112,0.077461,0.09453,0.058303,0.121684
TFF2,0,0.021293,0.026495,0,0.017425,0.007043,0,0,0,0,0.068037
TFF1,0,0.064908,0.03368,0,0,0,0.159276,0,0,0,0.040866
TMPRSS3,0.114915,1.206244,0.997163,0.247116,0,0.948668,0.137167,0.031803,0.013193,2.443308,0.0069
UBASH3A,0.02185,0.020796,0.012585,0.011274,0.027393,0.028271,0.275111,0.040444,0.02012,0.012024,0.015312
RSPH1,2.113865,4.224818,2.786138,10.380183,1.103033,2.965651,2.597614,6.8487,4.369496,4.153139,3.405677
SLC37A1,5.109588,4.16548,6.698407,3.18813,2.710432,7.38124,2.879167,4.841696,2.91339,4.87528,5.944007
PDE9A,2.161738,3.239365,2.563614,4.951782,2.717567,4.298337,4.92899,3.239005,3.614264,2.30797,4.434023
WDR4,0.681763,1.109471,0.522211,1.015529,0.731361,0.843927,1.030611,1.119616,0.774508,0.772169,1.12551
NDUFV3,2.962865,2.980414,2.793522,4.371257,1.806875,5.255739,2.621173,1.656297,2.597375,2.700109,1.270398
PKNOX1,1.476475,1.651403,1.47218,2.307774,1.202134,2.306577,2.081989,1.740514,1.501734,2.02431,1.334181
CBS,0.519707,0.728999,0.29501,0.133224,0.148891,1.204579,1.384851,0.043806,0.013887,1.906698,2.005091
U2AF1,11.670116,8.938988,7.098711,18.2075,5.091648,22.142355,11.574405,7.964423,5.484217,17.716244,5.869301
CRYAA,0,0,0,0,0,0,0,0.010798,0,0,0.005272
HSF2BP,0.5456,0.219153,0.646941,0.416136,0.141692,0.977868,0.606406,0.532346,0.376468,1.26683,0.434213
RRP1B,2.248552,2.978513,1.571826,3.470529,2.272485,3.79776,3.184958,2.876159,2.003848,4.514999,2.369617
PDXK,8.100669,10.554922,5.013982,13.073378,9.49912,12.367632,11.426002,10.112176,10.401282,9.863121,13.710195
G6PD,3.53006,14.5544,2.467352,13.755815,2.517828,5.449137,3.743797,7.05197,3.662384,4.944809,4.879955
CSTB,29.255291,33.024845,15.807688,35.189579,8.398213,29.733883,28.657442,21.833462,9.197058,37.977055,13.494131
RRP1,1.480305,2.257499,1.105553,2.628893,1.079023,2.192776,3.076148,1.439871,1.040092,1.759662,1.832088
AGPAT3,2.830938,4.785085,2.084504,3.20929,3.025593,3.967013,3.901737,2.60049,2.53572,3.114351,2.243486
TRAPPC10,3.534713,4.228115,1.892429,3.43237,2.982276,4.589957,3.953364,3.160231,2.99619,3.465302,2.578382
GAB3,0.131359,0.229629,0.215379,0.075339,0.172684,0.384931,0.422157,0.15262,0.112036,0.3414,0.125727
GATD3A,7.382713,5.766768,4.660954,8.592937,3.620902,8.399556,6.795503,6.080923,4.198053,8.52086,3.668136
ICOSLG,0.81447,0.254055,0.35078,0.025163,0.064989,0.948429,0.188939,1.782601,0.026108,0.400062,0.439836
AIRE,0.050385,0.004227,0.067112,0.003859,0.000778,0.044732,0.061493,0.016466,0.009974,0.004688,0.100003
CFAP410,2.153241,1.924333,2.50455,2.277226,2.31081,3.46947,3.363285,2.617222,1.585181,2.732522,3.172
ZNF66,0.274871,0.421691,0.477612,0.462015,0.244087,0.513502,0.274475,0.701657,0.817257,0.274485,1.225759
LRRC3,0.218168,0.091482,0.212128,0.001933,0.00977,0.108564,0.178915,0.331667,0.003398,0.516097,1.110516
ITGB2,1.601268,1.264747,0.9311,1.110166,0.742301,1.417766,5.258599,1.428328,1.004763,0.933378,0.189096
FAM207A,2.492446,1.821395,1.719876,2.057521,1.460217,4.382546,2.967811,2.726749,1.264932,2.658316,1.84603
RALGDS,13.351601,12.636557,8.730512,22.296696,8.762981,16.998274,15.255548,12.52132,9.040537,17.929846,14.399079
FTCD,0.000189,0.260372,0.1573,0.601037,0.06888,0.025904,0.20287,0.86675,0.402969,0.035272,4.484024
SPATC1L,0.774989,1.433666,0.651288,2.045052,0.780598,0.66602,1.379134,1.097248,0.89176,1.620564,0.842869
LSS,1.80611,3.653567,2.719008,3.554751,4.36259,2.906476,6.714366,3.656269,4.736286,2.63159,3.588271
VAV2,2.159217,1.405124,2.123135,0.021873,0.054116,1.386041,0.607096,0.883765,0.025296,2.748798,4.591639
MCM3AP,5.21608,6.699077,3.820418,7.592521,4.11973,6.089054,6.027293,4.560677,4.149207,5.28047,6.528729
C21orf58,0.45409,2.474779,0.569426,1.284574,1.067142,0.977903,2.10872,0.935567,1.439199,0.787657,1.693489
PCNT,2.657808,4.503949,2.081404,8.113872,2.975846,5.589508,4.57268,2.78799,6.557163,3.601512,7.342656
DIP2A,2.606253,5.476229,2.091565,4.000095,3.375073,3.898239,5.178746,2.94078,4.280028,2.763332,5.075452
S100B,0.206667,5.386103,0.382064,0.037055,0.068634,0.205814,0.419984,0.997569,0.014688,0.172448,0.077368
PRMT2,6.355564,6.624801,9.191568,5.035715,6.435604,14.145391,6.900518,4.827236,3.677094,4.048558,4.310478
CLDND2,0.29779,0.240344,0.363776,0.296135,0.470027,0.341567,0.632981,0.33196,0.218348,0.232715,0.163085
ZNF208,1.09503,1.622456,6.989415,2.026926,0.195408,1.383898,0.930757,4.278828,1.512683,2.429481,7.282666
ADAMTS13,0.109418,0.250484,0.152545,0.109813,0.089555,0.182921,0.38944,0.148801,0.110802,0.104879,0.184478
CACFD1,1.183863,1.366729,0.945119,1.558547,1.11479,2.413272,1.876641,2.727084,0.796544,1.858679,1.501404
SLC2A6,0.193355,0.256077,0.19741,0.059046,0.037865,0.307384,0.254906,0.243102,0.05697,0.401629,0.149617
ZNF761,2.127585,1.079499,1.912756,2.747737,1.040822,2.145493,1.848867,2.847097,0.892066,2.327253,2.07284
FCN2,0,0.569461,0,0.01421,0,0.007499,0,1.033611,0,0,0.018319
C9orf116,2.215616,2.91218,2.361446,5.668874,0.259988,6.479642,4.509683,9.608085,2.908086,4.603601,3.281702
LCN1,0,0.262999,0.067434,0,0,0,0,0,0,0,0
ZNF714,0.859968,0.936686,1.281749,1.696527,1.7089,0.636339,1.159675,1.803309,0.973791,0.769003,0.641503
GPSM1,3.499409,1.947782,4.499369,0.699347,1.182103,6.434559,7.637234,3.521388,0.690102,3.742749,2.026805
C19orf47,1.929172,1.546021,0.976126,2.312869,1.284603,2.04928,1.88745,1.844541,0.919428,1.877539,1.31972
HIPK4,0.028482,0.076935,0.076713,0.025495,0.075113,0.039809,0.026194,0.019174,0.091625,0.011748,0.135547
CFAP157,0.785053,1.522803,1.523612,2.78431,0.38135,1.608118,3.366675,2.437163,1.141473,1.094807,0.832497
TOR2A,1.122419,1.21464,0.833293,1.419516,0.705931,1.285251,1.329329,1.819131,0.803812,1.37617,1.003347
ST6GALNAC6,2.095959,3.939798,1.663235,2.380715,1.321749,3.399298,4.004976,5.204415,1.165391,3.402684,2.005389
SHKBP1,2.94715,3.134697,1.943668,2.315169,3.179527,3.703189,4.033197,3.642621,1.793122,2.818933,3.348904
