"","logFC","logCPM","PValue","FDR","sig"
"NSUN2",-0.128347185206338,6.12476933282207,0.699421138396692,1,"None"
"ZNF532",-0.252869248516494,5.44218955014431,0.699569240118331,1,"None"
"PHKA2",-0.202450120144216,5.42856381802718,0.699569240118331,1,"None"
"SH3BGR",-0.166460406146244,5.44459618225364,0.699569240118331,1,"None"
"ATAD1",-0.115919596333633,6.16277104831242,0.699750737265163,1,"None"
"STT3B",0.0952581815340758,6.97455096188126,0.699890016589852,1,"None"
"SOX6",0.240704764835498,5.00191017093547,0.700363769818682,1,"None"
"FAM71E1",0.424795515269648,4.81890070494017,0.700682652723297,1,"None"
"TRIM68",0.271026040630124,4.83207085097483,0.700682652723297,1,"None"
"SH2B3",0.257567948338097,4.83658834202756,0.700682652723297,1,"None"
"SMAD7",0.24389095734515,4.82679308324474,0.700682652723297,1,"None"
"POLR1F",0.236008153502967,4.83580885731988,0.700682652723297,1,"None"
"ZSCAN29",0.235272509333332,4.80499158083023,0.700682652723297,1,"None"
"IFIT2",0.225638248981763,4.82775401766623,0.700682652723297,1,"None"
"MET",0.217957933935485,4.82316656322442,0.700682652723297,1,"None"
"FNIP2",0.211615671065662,4.80032588474523,0.700682652723297,1,"None"
"MYO7A",0.205237961439958,4.81347790751547,0.700682652723297,1,"None"
"EEF1AKMT2",0.190218516620124,4.82102010565857,0.700682652723297,1,"None"
"AC104452.1",0.179401305661077,4.82107522265742,0.700682652723297,1,"None"
"PIGL",0.147589194293186,4.81005343364991,0.700682652723297,1,"None"
"CNTROB",0.13588170324241,4.8105690442778,0.700682652723297,1,"None"
"POLA1",0.129113756944898,4.81682126633526,0.700682652723297,1,"None"
"B4GALT1",-0.0682937245412431,5.97441077242639,0.700695048650195,1,"None"
"RAP2A",0.145967767805889,5.92582992093514,0.701169426895862,1,"None"
"MFGE8",0.182751715917881,5.77701672326651,0.701295042128885,1,"None"
"ERCC6L2",-0.187673846660408,5.76831162129229,0.701631183127327,1,"None"
"KPNA4",-0.160114796327128,5.78933193620218,0.701631183127327,1,"None"
"CNOT10",-0.149585253381311,5.78621429302837,0.701631183127327,1,"None"
"PEX11B",-0.13184382211536,5.79208694921317,0.701631183127327,1,"None"
"EIF2AK2",-0.126257872145905,6.18756985964262,0.701977018299308,1,"None"
"FAM199X",0.13143737512523,6.13754765253569,0.702104427605953,1,"None"
"ZFYVE21",0.143418496907123,5.95525787155824,0.702327390105808,1,"None"
"NEFL",0.321885509343908,5.11090772150258,0.702499479090479,1,"None"
"PDE8B",0.222529211251378,5.1840056269679,0.702684240671747,1,"None"
"LIX1L",0.191193026451039,5.871592599981,0.702793481876879,1,"None"
"AKT1",0.148766400204656,5.85510327678461,0.702793481876879,1,"None"
"DHX40",-0.0927336367480964,6.91166259460395,0.703432211925579,1,"None"
"MAD1L1",-0.486048584724986,4.62074930897318,0.70348713648734,1,"None"
"CBWD6",-0.443461548954529,4.56561266218024,0.70348713648734,1,"None"
"RNF212",-0.412874164313286,4.59151387219132,0.70348713648734,1,"None"
"TRIB3",-0.387131201189866,4.59197972891254,0.70348713648734,1,"None"
"PACC1",-0.379460262873372,4.58841847539533,0.70348713648734,1,"None"
"IMMP1L",-0.359758960182349,4.59071952610361,0.70348713648734,1,"None"
"PPM1E",-0.358525933309851,4.5943103640863,0.70348713648734,1,"None"
"CENPS-CORT",-0.339255770865211,4.60110493255847,0.70348713648734,1,"None"
"AARS2",-0.307310709618524,4.59487897070304,0.70348713648734,1,"None"
"ZNF646",-0.306813050555965,4.59117130449274,0.70348713648734,1,"None"
"CWC25",-0.299757738715231,4.59510962243337,0.70348713648734,1,"None"
"RAB43",-0.292747390479497,4.61917644967842,0.70348713648734,1,"None"
"MED26",-0.277834194399952,4.61978189705651,0.70348713648734,1,"None"
"IKZF4",-0.274007765347738,4.60771797031858,0.70348713648734,1,"None"
"ZNF699",-0.259572982738442,4.61364200427431,0.70348713648734,1,"None"
"ZNF764",-0.258746579175867,4.6198961483344,0.70348713648734,1,"None"
"UQCC3",-0.250990594168014,4.61285057162029,0.70348713648734,1,"None"
"GTPBP6",-0.248467780175453,4.59900453369805,0.70348713648734,1,"None"
"ABCB9",-0.240956052603615,4.62706693461135,0.70348713648734,1,"None"
"SURF2",-0.207383470939891,4.62714021555701,0.70348713648734,1,"None"
"C12orf76",-0.191950664175456,5.32905929809074,0.703535048713284,1,"None"
"C2orf69",-0.127304773164914,5.34081303594259,0.703535048713284,1,"None"
"SCN8A",-0.343515658285902,5.31219240146052,0.703586888410344,1,"None"
"ATXN2",-0.169123126480879,6.00193343770584,0.703623890813812,1,"None"
"METAP2",-0.10420095428295,6.62430489685438,0.705122127680382,1,"None"
"FAM117B",0.284404887653461,4.92046912762149,0.705141398512166,1,"None"
"MARCHF5",0.277749632028967,4.92236474163236,0.705141398512166,1,"None"
"JAG2",0.271734329021908,4.94807792151036,0.705141398512166,1,"None"
"HSPA1B",0.243829032021967,4.91733150504982,0.705141398512166,1,"None"
"QTRT2",0.211453839116414,4.91761289040483,0.705141398512166,1,"None"
"AL672142.1",0.158015104831307,4.92692433430808,0.705141398512166,1,"None"
"AL132780.3",0.15456959941461,4.91925592927745,0.705141398512166,1,"None"
"FBH1",0.0847530323778776,4.90044835330966,0.705141398512166,1,"None"
"SETD4",0.0788999525265405,4.90573595723317,0.705141398512166,1,"None"
"KCNB2",0.302449728980452,4.58035991859553,0.706895992323675,1,"None"
"FAM118B",-0.270961182825675,5.21027620098134,0.706948182648255,1,"None"
"ZDHHC16",-0.221576052892903,5.20984098698014,0.706948182648255,1,"None"
"C12orf73",-0.217948151052627,5.21646888956062,0.706948182648255,1,"None"
"LAYN",-0.307529177646252,4.55002601204457,0.707050218615279,1,"None"
"INTS8",-0.282511141592224,5.68020974127952,0.707195636069299,1,"None"
"CENPV",-0.139959789169285,5.69652015575697,0.707195636069299,1,"None"
"IMPA1",-0.132616830944626,5.69933212160444,0.707195636069299,1,"None"
"NLK",-0.118288273089497,5.69694708168417,0.707195636069299,1,"None"
"SPPL3",-0.1175538701569,5.70288476122019,0.707195636069299,1,"None"
"COP1",0.112704749531099,5.70571780907941,0.707217759398125,1,"None"
"CCDC181",0.0892376168212437,5.93145324331395,0.70754263411032,1,"None"
"AGFG2",0.269595970147347,5.03038378216029,0.708179772248274,1,"None"
"PTDSS1",0.238800239459066,5.02025224886036,0.708179772248274,1,"None"
"ERLIN1",0.216500537527424,5.01685549111287,0.708179772248274,1,"None"
"SRGAP3",0.214631547012378,4.98782817692948,0.708179772248274,1,"None"
"ZNF326",0.212784282551564,5.01683894205825,0.708179772248274,1,"None"
"CEP63",0.192865560029676,5.01508539115116,0.708179772248274,1,"None"
"LACTB",0.188486683759816,5.028496728239,0.708179772248274,1,"None"
"TRIB2",0.173596718169373,5.00114134638238,0.708179772248274,1,"None"
"FAM219B",0.102535139398935,6.36946826888235,0.708214607044332,1,"None"
"HMGCL",0.190542426801451,5.66688580990681,0.708491215984723,1,"None"
"MAN2A2",0.150585151755311,5.65725896442063,0.708491215984723,1,"None"
"TAPT1",0.12410183716147,5.64770838782786,0.708491215984723,1,"None"
"ATR",0.0859299430964379,5.79261774866086,0.70855784564166,1,"None"
"ZNF430",-0.340733715516259,4.77956265202982,0.70930073924187,1,"None"
"MTRF1",-0.334108968132211,4.75971643740064,0.70930073924187,1,"None"
"AF196969.1",-0.279879192779663,4.78730123322189,0.70930073924187,1,"None"
"ATG2A",-0.279045909498366,4.79083108111375,0.70930073924187,1,"None"
"CUTC",-0.278525601088875,4.77992925628535,0.70930073924187,1,"None"
"MTERF1",-0.256207515821612,4.78380353201499,0.70930073924187,1,"None"
"CEP43",-0.240660728765929,4.76955773928577,0.70930073924187,1,"None"
"ZNF574",-0.230359977945165,4.78484006509037,0.70930073924187,1,"None"
"ATF6B",-0.230055308041491,4.7960669593764,0.70930073924187,1,"None"
"ZNF439",-0.300416929467456,5.06005780495399,0.709488541400874,1,"None"
"LRSAM1",-0.277352129888265,5.06677200253385,0.709488541400874,1,"None"
"EPM2A",-0.259132836348731,5.07221654587048,0.709488541400874,1,"None"
"ST3GAL1",-0.244865291916651,5.06005436169462,0.709488541400874,1,"None"
"DIP2C",-0.227714031676733,5.07627463642064,0.709488541400874,1,"None"
"UVRAG",-0.22570211187307,5.08366707940978,0.709488541400874,1,"None"
"NCEH1",-0.222287464309485,5.08858195385783,0.709488541400874,1,"None"
"G2E3",-0.215179234099779,5.08079949654032,0.709488541400874,1,"None"
"SMNDC1",-0.196224338857167,5.07623128335303,0.709488541400874,1,"None"
"SIAH2",-0.178307567840303,5.09222123458059,0.709488541400874,1,"None"
"RMDN3",-0.17218416468743,5.08994686130354,0.709488541400874,1,"None"
"MEN1",-0.169229195134916,5.09255901937575,0.709488541400874,1,"None"
"GSTZ1",-0.168671994973708,5.09373694598635,0.709488541400874,1,"None"
"NIP7",-0.105896036801147,5.095787197882,0.709488541400874,1,"None"
"RAB8B",0.146071874497523,5.60804751292886,0.709629261854749,1,"None"
"MPI",0.136339406916807,5.59578818453518,0.709629261854749,1,"None"
"SCN1B",-0.202970102455795,4.80053871839529,0.709810687259799,1,"None"
"ARMT1",0.202893558710263,5.10188488929008,0.710177182357513,1,"None"
"ANKRD13C",0.200532176345614,5.09149139193831,0.710177182357513,1,"None"
"ETV3",0.194437688250768,5.10282063220009,0.710177182357513,1,"None"
"RASSF4",0.189676498477189,5.09263536143997,0.710177182357513,1,"None"
"CEP57",0.173839037928409,5.09086021319348,0.710177182357513,1,"None"
"EIF5B",-0.113657328308402,5.91223907698584,0.71026120568238,1,"None"
"TNPO2",-0.0868943336857135,5.90751439368657,0.71026120568238,1,"None"
"CORO1B",0.226836957445415,5.53436429781428,0.710603690574937,1,"None"
"CEP85L",0.166052752816983,5.53433145353487,0.710603690574937,1,"None"
"HSDL2",0.138880189972678,5.54565110953017,0.710603690574937,1,"None"
"DNAL4",0.127034228540973,5.54002797046294,0.710603690574937,1,"None"
"GEMIN2",-0.291150277311196,4.92574802582744,0.71060908440335,1,"None"
"DENND3",-0.281055932097351,4.91357609580681,0.71060908440335,1,"None"
"POMT2",-0.258185920897343,4.92852877749158,0.71060908440335,1,"None"
"ZNF513",-0.252985603820298,4.94326735849573,0.71060908440335,1,"None"
"AC003002.3",-0.237525263154935,4.93457456425741,0.71060908440335,1,"None"
"KIAA1143",-0.235047556836168,4.94754597227982,0.71060908440335,1,"None"
"TRAM1L1",-0.186742724165909,4.9494442889709,0.71060908440335,1,"None"
"TMEM248",-0.072133031590092,6.83476790048425,0.710641282056242,1,"None"
"MINDY3",-0.163828091558065,6.11109554236428,0.710858236593046,1,"None"
"SULF1",0.220365518196841,5.65772122956925,0.710894956360145,1,"None"
"NGF",-0.522752507510103,4.06954070448654,0.711013006608732,1,"None"
"YBX1",-0.0756743892759678,7.01740284383617,0.711210807815704,1,"None"
"MPHOSPH6",0.191130901435763,5.47321795209573,0.711379324682919,1,"None"
"PARP9",0.135368472922144,5.46659424463919,0.711379324682919,1,"None"
"AGPAT3",0.211322355583251,5.18152214146978,0.711391264732832,1,"None"
"ZNF594",0.137666784286301,5.15876548494983,0.711391264732832,1,"None"
"EIF4G2",-0.0708214972687831,8.69155237998991,0.711878494108705,1,"None"
"MANEAL",0.272514784339109,5.41339329322445,0.711911779128993,1,"None"
"BCAR1",0.220948382617019,5.40041634039146,0.711911779128993,1,"None"
"FAM168A",0.206900139576234,5.39714618309653,0.711911779128993,1,"None"
"FBXO31",0.206054983114097,5.41533856064415,0.711911779128993,1,"None"
"RBFOX2",0.184019455045869,5.40122732529621,0.711911779128993,1,"None"
"UBAC1",0.176997600847339,5.40978210028987,0.711911779128993,1,"None"
"N4BP2",0.13352465609011,5.39252354284498,0.711911779128993,1,"None"
"PIP4K2C",0.264830256629465,5.26628890045937,0.712003237682255,1,"None"
"FAM234B",0.173274312156443,5.26246404294967,0.712003237682255,1,"None"
"ARHGAP26",0.161932053681213,5.2337555817323,0.712003237682255,1,"None"
"XPO4",0.133049002114331,5.25401256144436,0.712003237682255,1,"None"
"ITSN2",0.11578246991726,5.24509637817584,0.712003237682255,1,"None"
"CEP192",0.0618350166704674,5.24617202469909,0.712003237682255,1,"None"
"PLPP3",-0.220666034868873,6.19313031183589,0.712073845891288,1,"None"
"NREP",0.174240271168852,5.17900613798326,0.712106409084141,1,"None"
"ACBD5",0.208729905502485,5.33356756288086,0.712144305073972,1,"None"
"MED28",0.163443604646691,5.32704954244832,0.712144305073972,1,"None"
"MTSS1",0.138244253180464,5.32341251251705,0.712144305073972,1,"None"
"CD248",0.527984382147443,4.33045573274869,0.712332867444321,1,"None"
"LRRC4",0.524487732412191,4.27638499752872,0.712332867444321,1,"None"
"PLN",0.48003284818695,4.25519864489567,0.712332867444321,1,"None"
"ST3GAL2",0.457285006445609,4.28463821708062,0.712332867444321,1,"None"
"EHHADH",0.41840177396272,4.29432870411764,0.712332867444321,1,"None"
"NLN",0.409486415718242,4.27767137211873,0.712332867444321,1,"None"
"PILRA",0.401008459794222,4.2914143301964,0.712332867444321,1,"None"
"SHISA2",0.396096659090414,4.32576628020324,0.712332867444321,1,"None"
"ANXA9",0.392777381475593,4.27051164352617,0.712332867444321,1,"None"
"SH3BP5",0.390959616511308,4.29567155370471,0.712332867444321,1,"None"
"CASTOR1",0.347880127310809,4.29120931233394,0.712332867444321,1,"None"
"FAM171A1",0.34603140342337,4.28609504361112,0.712332867444321,1,"None"
"NEK3",0.342370984525324,4.27472760819562,0.712332867444321,1,"None"
"SDCBP2",0.342132719548344,4.28327584381271,0.712332867444321,1,"None"
"MPZL3",0.337042392948591,4.30593369884738,0.712332867444321,1,"None"
"IRAG2",0.33447553125544,4.26331582948491,0.712332867444321,1,"None"
"TMCO4",0.313294125510853,4.30034332902967,0.712332867444321,1,"None"
"CA13",0.30111448114932,4.29149548679515,0.712332867444321,1,"None"
"ACVRL1",0.2960954720013,4.28215514892958,0.712332867444321,1,"None"
"SMAD6",0.285462076994619,4.29986228703965,0.712332867444321,1,"None"
"ZNF157",0.273725631761275,4.27028663124017,0.712332867444321,1,"None"
"AIM2",0.272839938969539,4.2590453499663,0.712332867444321,1,"None"
"ZNF792",0.261286348344316,4.29009059516697,0.712332867444321,1,"None"
"PRELID2",0.224522247908663,4.29588473629272,0.712332867444321,1,"None"
"CCDC102B",0.205375243268528,4.28116706166391,0.712332867444321,1,"None"
"CAPN3",0.164381454643303,4.2635448577546,0.712332867444321,1,"None"
"TPK1",0.154276983040316,4.28800045907516,0.712332867444321,1,"None"
"GARNL3",0.0681270659180781,4.26516378222218,0.712332867444321,1,"None"
"LARP1B",-0.200931357267864,5.5942666706237,0.712763225496774,1,"None"
"VPS51",-0.152767395458692,5.60601256058606,0.712763225496774,1,"None"
"MFN1",-0.144374499531591,5.6054723673012,0.712763225496774,1,"None"
"KIAA1586",-0.138698108665715,5.61295298190414,0.712763225496774,1,"None"
"TRAPPC9",-0.121566586122615,5.60070047740921,0.712763225496774,1,"None"
"CACNA1G",-1.67957699929678,3.94570371167872,0.712909527510703,1,"None"
"GRM8",-1.60011692324201,3.9304860778887,0.712909527510703,1,"None"
"NUF2",-1.37344847927937,3.94557801415795,0.712909527510703,1,"None"
"HTR6",-1.34788256929253,3.94910887979527,0.712909527510703,1,"None"
"PDCD1",-1.33746689348323,3.97099353168727,0.712909527510703,1,"None"
"KLRC1",-1.251746013812,3.94500964176256,0.712909527510703,1,"None"
"TPBGL",-1.13881697191038,3.95274852026919,0.712909527510703,1,"None"
"NRAP",-1.13759141935654,3.94944681285838,0.712909527510703,1,"None"
"FAM43B",-1.126886022345,3.93933995615584,0.712909527510703,1,"None"
"HMMR",-1.12312074796576,3.94172855404383,0.712909527510703,1,"None"
"CYP2W1",-1.10584474588919,3.94157691701206,0.712909527510703,1,"None"
"VWA3B",-1.06805750740442,3.97953369296712,0.712909527510703,1,"None"
"TPX2",-0.979042031006669,3.97874516374274,0.712909527510703,1,"None"
"CELF5",-0.978786526330323,3.94326347572347,0.712909527510703,1,"None"
"C1orf158",-0.919857630216978,3.96912481073123,0.712909527510703,1,"None"
"BRCA2",-0.916350052432951,3.98439294389975,0.712909527510703,1,"None"
"ETNPPL",-0.913854567237562,3.95459619512933,0.712909527510703,1,"None"
"CENPK",-0.904719270421692,3.94708077976145,0.712909527510703,1,"None"
"DNAI2",-0.875024741184759,3.97620857771094,0.712909527510703,1,"None"
"EFHB",-0.850336417859522,3.9752369545258,0.712909527510703,1,"None"
"MKI67",-0.833172746514099,3.96263163169035,0.712909527510703,1,"None"
"RAB6C",-0.827978748248282,3.98414393281924,0.712909527510703,1,"None"
"IL23A",-0.800472597675636,3.96274579808736,0.712909527510703,1,"None"
"DLK2",-0.771657757079309,3.97015108518221,0.712909527510703,1,"None"
"C3orf80",-0.758449236628716,3.96194313258866,0.712909527510703,1,"None"
"LRFN1",-0.734619105598204,3.98262884040954,0.712909527510703,1,"None"
"TEX45",-0.729837097907775,3.98753030305873,0.712909527510703,1,"None"
"CENPE",-0.724728204436908,3.96617464223373,0.712909527510703,1,"None"
"SLC25A2",-0.710025245084541,3.96582742766737,0.712909527510703,1,"None"
"FAAP24",-0.704189419427657,3.98142245158775,0.712909527510703,1,"None"
"NOG",-0.679250635095634,3.95256665744381,0.712909527510703,1,"None"
"CD247",-0.64720099035883,3.9502114479439,0.712909527510703,1,"None"
"TSSK6",-0.622901521837448,3.99576283565211,0.712909527510703,1,"None"
"ASF1B",-0.590715038329295,3.97693176248361,0.712909527510703,1,"None"
"RMI2",-0.580618354420205,3.95510410609276,0.712909527510703,1,"None"
"SIRT4",-0.539947290123877,3.95119959081129,0.712909527510703,1,"None"
"WFIKKN1",-0.418361477341016,3.95286440363728,0.712909527510703,1,"None"
"AC091551.1",0.0919318787394431,6.17586619853232,0.713060880563769,1,"None"
"SLC8A1",0.259748884129774,5.00918478430566,0.713205576752119,1,"None"
"GCNT3",-1.28668102375262,3.93662424351158,0.713268642754903,1,"None"
"CLTB",-0.0536931579676806,6.99106837763707,0.713381952897479,1,"None"
"RBM25",0.096882481691985,5.89763722493784,0.713660205931352,1,"None"
"DNAJC8",-0.117738917368078,6.68973422121865,0.71379803745572,1,"None"
"PCGF3",0.122865623875797,5.95747278167667,0.714025987246415,1,"None"
"G6PD",0.231321619066001,5.84229807707207,0.714485368483633,1,"None"
"TXNIP",0.0911643378263649,8.36496356388401,0.71552486356079,1,"None"
"OAT",0.100187153101375,7.39462536501297,0.715641153392244,1,"None"
"DYNC2LI1",-0.118275903825732,6.41605492768371,0.715689188439517,1,"None"
"PRKAR1A",0.0699927523998146,8.8814400732073,0.716512877259029,1,"None"
"ITGB5",-0.114262614931843,5.45553284801741,0.717105462128607,1,"None"
"SEPTIN7",0.0952854317236327,6.55557977791619,0.717606083142431,1,"None"
"APCDD1L",-0.994389515987785,3.94167877556319,0.717648803761131,1,"None"
"NEMF",-0.253861862891114,5.49191337409994,0.718292064795503,1,"None"
"USP30",-0.199526536380931,5.50798949816698,0.718292064795503,1,"None"
"TEX10",-0.192548933591792,5.50420087171607,0.718292064795503,1,"None"
"UFSP2",-0.152502885619027,5.50728618624891,0.718292064795503,1,"None"
"NUBP2",-0.0698547553969057,5.50663873279203,0.718292064795503,1,"None"
"PI4KB",-0.105166161353131,6.25773010373153,0.718312109996776,1,"None"
"MFSD12",-0.136980046341599,5.66675141266951,0.718724157542662,1,"None"
"DRD1",-1.18973497507039,3.93408249767321,0.718872237632418,1,"None"
"KLF10",0.0860181579110772,5.9727934942144,0.718962234074819,1,"None"
"DDX42",-0.0721645175733512,6.97579149035281,0.719802670488015,1,"None"
"CS",-0.0751471250695085,6.81125519417188,0.719858518215898,1,"None"
"NPEPPS",-0.126512212770462,6.40182932680398,0.720723693789181,1,"None"
"URI1",-0.0771558842798044,6.54101641549941,0.721860654995185,1,"None"
"SRP9",-0.0952307669061424,8.58676611281747,0.722145509715935,1,"None"
"SH3GLB2",0.0990047759753606,6.5880881050257,0.722163631606727,1,"None"
"HEXA",-0.171156603635549,6.00458203522669,0.722225623598146,1,"None"
"SMARCAD1",-0.137680377799234,6.10452722036145,0.722641273415722,1,"None"
"CFAP298",-0.158278024185914,5.7485286870647,0.722780442416606,1,"None"
"PHF20",-0.151480708410313,5.75616402705842,0.722780442416606,1,"None"
"YTHDC1",-0.142233171646406,5.74208099403454,0.722780442416606,1,"None"
"SETD7",-0.107173026803173,5.75163614694606,0.722780442416606,1,"None"
"TRUB1",-0.10479524158886,5.75053371115109,0.722780442416606,1,"None"
"ATP6AP2",-0.0816262869959502,7.25141611638227,0.722820943692294,1,"None"
"ACTR3",0.09980728225593,6.10865238596503,0.722855357232781,1,"None"
"SCRN1",-0.0744956925912074,7.42509135613627,0.722857722319304,1,"None"
"ASPN",-0.314862219340148,4.65714495920536,0.723066509739688,1,"None"
"PPIP5K1",-0.217906466834673,5.39620107716206,0.723717867306868,1,"None"
"NAA40",-0.201118001296274,5.3923904376814,0.723717867306868,1,"None"
"PHKA1",-0.194083490836231,5.39822869284646,0.723717867306868,1,"None"
"DCP2",-0.183200210928039,5.38796222870446,0.723717867306868,1,"None"
"ZNF283",-0.175611767994952,5.38845885463163,0.723717867306868,1,"None"
"MCRS1",-0.159960313745926,5.41211898349265,0.723717867306868,1,"None"
"TATDN3",-0.154710637434856,5.40144035460668,0.723717867306868,1,"None"
"RSPRY1",-0.150805442040366,5.39415917673747,0.723717867306868,1,"None"
"MUL1",-0.143388958194034,5.41483469820611,0.723717867306868,1,"None"
"NDFIP2",-0.132308460568447,5.40227927117942,0.723717867306868,1,"None"
"TSR1",-0.127613292534333,5.40055409954354,0.723717867306868,1,"None"
"AEBP2",-0.121812494714309,5.40860608794929,0.723717867306868,1,"None"
"OGFR",-0.118347447634915,5.40799115010141,0.723717867306868,1,"None"
"CNNM3",-0.0970781777358017,5.40047886578323,0.723717867306868,1,"None"
"NAGLU",-0.00898014654270384,5.41736530636135,0.723717867306868,1,"None"
"LONP2",0.0949163778428057,6.35059474749514,0.724427528519983,1,"None"
"HUWE1",-0.0900718664979875,7.3457383919097,0.724480334781538,1,"None"
"AC270285.3",-0.102726956935408,6.4466502234597,0.724540843572498,1,"None"
"GIPR",-1.51320627794708,3.93472166308266,0.724667362343597,1,"None"
"H4C3",-0.0966403024035189,7.84922150665466,0.725373456666438,1,"None"
"CNTNAP3B",-0.629753605339717,4.29446993581411,0.725428179037425,1,"None"
"HEMK1",-0.591156719254362,4.30688259959428,0.725428179037425,1,"None"
"CDCA3",-0.560832815731383,4.29482270728324,0.725428179037425,1,"None"
"LRGUK",-0.555757381749708,4.30779197304031,0.725428179037425,1,"None"
"PUS1",-0.547384604096655,4.30844976855568,0.725428179037425,1,"None"
"FDXR",-0.530031643495982,4.32051379958149,0.725428179037425,1,"None"
"ALS2CL",-0.504577954620804,4.3225307579846,0.725428179037425,1,"None"
"C7orf31",-0.499938231766893,4.33136590802744,0.725428179037425,1,"None"
"CCDC157",-0.487044090318684,4.30284777464166,0.725428179037425,1,"None"
"XKR6",-0.483584031536827,4.30268425180961,0.725428179037425,1,"None"
"DUSP28",-0.483029088339255,4.31296352531769,0.725428179037425,1,"None"
"AC005041.1",-0.47679322707881,4.32106948518378,0.725428179037425,1,"None"
"POLD1",-0.455561635948978,4.30663016904191,0.725428179037425,1,"None"
"ANO1",-0.452714974605455,4.31101189207624,0.725428179037425,1,"None"
"KCTD15",-0.421645737796233,4.32264285729181,0.725428179037425,1,"None"
"GMIP",-0.420028805707085,4.32796852755012,0.725428179037425,1,"None"
"UFSP1",-0.396108901220174,4.32726144420817,0.725428179037425,1,"None"
"ZFP69B",-0.390879142260576,4.34188110282108,0.725428179037425,1,"None"
"ZNF502",-0.387252080485345,4.3273347769778,0.725428179037425,1,"None"
"AL662899.2",-0.386182902733184,4.31215754645029,0.725428179037425,1,"None"
"ZNF774",-0.381218410428153,4.30123725335202,0.725428179037425,1,"None"
"DCAF4",-0.380538391006421,4.32172601319446,0.725428179037425,1,"None"
"FBXL18",-0.37312468637189,4.3306199006005,0.725428179037425,1,"None"
"MOCS3",-0.37149135049087,4.34324612772795,0.725428179037425,1,"None"
"WRAP53",-0.371466170543026,4.32011184604188,0.725428179037425,1,"None"
"ZSWIM9",-0.361675639647514,4.31919495219598,0.725428179037425,1,"None"
"PPM1F",-0.355048276665395,4.32010335316954,0.725428179037425,1,"None"
"FAM189B",-0.302752297667229,4.31105650361066,0.725428179037425,1,"None"
"PROB1",-0.277507726466594,4.35484871447455,0.725428179037425,1,"None"
"PPP1R11",-0.27362177364595,4.32044452917515,0.725428179037425,1,"None"
"FHDC1",-0.260746446922272,4.33458754804036,0.725428179037425,1,"None"
"NUBP1",-0.254793798903752,4.33425565367082,0.725428179037425,1,"None"
"RGS19",-0.236734193632054,4.34759673991786,0.725428179037425,1,"None"
"F8A3",-0.220043804754742,4.35008328900379,0.725428179037425,1,"None"
"TCEAL4",-0.0651505179401755,7.54191316231496,0.725741417443696,1,"None"
"FKBP9",0.131949823298995,6.65544311375911,0.726014861798349,1,"None"
"HDLBP",-0.0552730288684051,8.0178753215615,0.726520356601687,1,"None"
"EIF3D",-0.0819827224933297,6.91704422560486,0.727059017012329,1,"None"
"EI24",0.151005252422152,6.0485992130862,0.727413200535025,1,"None"
"MTURN",-0.108929026100723,6.38885999470773,0.727809070138332,1,"None"
"ARHGAP1",0.200537476998365,5.94441124253273,0.727847555367427,1,"None"
"ZC3H7A",0.0725154800379171,5.93741586728103,0.727847555367427,1,"None"
"ICA1",0.137306379821582,5.90699261390643,0.728050890131291,1,"None"
"LRPPRC",-0.0965921273627426,6.69896638322059,0.728125834250586,1,"None"
"SMAP2",-0.0691368528553715,6.56406774786503,0.728433865313961,1,"None"
"PLCL1",0.139841420440712,4.44454427367593,0.728903702436796,1,"None"
"PTPDC1",-0.378922414984252,5.25816996490475,0.728939791467758,1,"None"
"VPS16",-0.2394360675976,5.27943837326394,0.728939791467758,1,"None"
"NRBF2",-0.211619390902983,5.29211373286312,0.728939791467758,1,"None"
"INPP5K",-0.198755618707096,5.2888216516629,0.728939791467758,1,"None"
"AL096711.2",-0.175357519591737,5.28145982264371,0.728939791467758,1,"None"
"FAM102B",-0.168196284144225,5.29707518743627,0.728939791467758,1,"None"
"BOLA2-SMG1P6",-0.149283831631302,5.30346072775825,0.728939791467758,1,"None"
"CEP20",-0.142162995687362,5.28465630784262,0.728939791467758,1,"None"
"EMC8",-0.141931886744658,5.29180636014541,0.728939791467758,1,"None"
"WASF1",-0.135887610565505,5.2844047236077,0.728939791467758,1,"None"
"BCAT2",-0.112562445976609,5.29279716682587,0.728939791467758,1,"None"
"CALR",0.0858825104647279,9.75775444484909,0.729090694600308,1,"None"
"HSPB6",-0.363842454923177,4.6674254856835,0.729136804465446,1,"None"
"MTOR",-0.211273792542165,5.65835276520375,0.729217175156371,1,"None"
"DDX56",-0.174425445528746,5.64966866240374,0.729217175156371,1,"None"
"ZKSCAN8",-0.12055951197923,5.66550457055675,0.729217175156371,1,"None"
"FAM160B1",-0.115332935019424,5.66208337772969,0.729217175156371,1,"None"
"RALA",-0.0688608829145135,5.6692105173774,0.729217175156371,1,"None"
"TRAM2",0.441468393427341,4.41795755690571,0.729936278622568,1,"None"
"LGALS9",0.438616759169506,4.46100107900478,0.729936278622568,1,"None"
"VWA1",0.412665598845127,4.46581703931089,0.729936278622568,1,"None"
"MS4A8",0.384430226836512,4.4297558181081,0.729936278622568,1,"None"
"CORO1A",0.384230940157507,4.43605876825266,0.729936278622568,1,"None"
"PIK3AP1",0.368186976746865,4.43445057302016,0.729936278622568,1,"None"
"ZBTB8A",0.350899751047138,4.44175422461293,0.729936278622568,1,"None"
