"","logFC","logCPM","PValue","FDR","sig"
"SERTM1",4.19608886670921,5.20009870909748,1.91141743558367e-14,3.14125618791966e-10,"Up"
"TBX19",3.21923788762798,5.79517610041246,3.72606154785559e-14,3.14125618791966e-10,"Up"
"GJA1",3.02286957387758,5.63300593425794,1.56172836881815e-12,8.77743400888095e-09,"Up"
"AVPR1B",4.09052891520329,4.74187398749594,8.0325888357588e-12,3.38593700899323e-08,"Up"
"WIF1",6.55281089283393,5.30592606089557,1.00512724176421e-10,2.97670527198482e-07,"Up"
"CXCR4",2.57679336891096,5.54577236473139,1.10108912017847e-10,2.97670527198482e-07,"Up"
"UGT2A1",4.01686514345699,4.93275690048815,1.23580670801813e-10,2.97670527198482e-07,"Up"
"PMAIP1",4.15757639870794,5.1403288054882,1.5418674707156e-10,3.22872969509374e-07,"Up"
"CRYM",5.6938901239886,5.09811171778097,1.72341897015857e-10,3.22872969509374e-07,"Up"
"SFRP2",4.70119783186788,6.01453046172388,3.48131008706072e-10,5.86983693779308e-07,"Up"
"CXCL14",5.17928856863198,5.18378864748096,6.45560283981398e-10,9.89526540746396e-07,"Up"
"TRDN",4.10051247626086,4.67519265174617,1.74332179698104e-09,2.44951240157478e-06,"Up"
"UGT2A2",3.91944331516023,4.90538283568332,1.91582378997888e-09,2.48482345560261e-06,"Up"
"ASCL1",3.65606748395089,5.2432461265714,3.21952780063882e-09,3.87746130332651e-06,"Up"
"THY1",-2.36132222185126,6.17934319988374,4.16142717002557e-09,4.67772156758675e-06,"Down"
"CRYAB",3.09527660858485,5.66274644536983,5.76053147904081e-09,6.07052007925669e-06,"Up"
"CD79B",-4.78275674115044,8.67036727128927,2.69159845565277e-08,2.66959068004478e-05,"Down"
"RAB3B",2.29825592876349,5.90589950224177,7.775225056419e-08,7.28322609312671e-05,"Up"
"TGFBR3",2.08904860316211,5.16251056530086,9.22098977701386e-08,8.18290045422267e-05,"Up"
"ADH1B",2.72815530491672,5.13727547118764,1.3609962840274e-07,0.00011473879172493,"Up"
"VIM",2.41156112909114,7.27280002071812,2.25671383393765e-07,0.000181192628352489,"Up"
"FNDC9",-1.93691330777589,7.03437874449762,2.53188712711385e-07,0.000187478156324767,"Down"
"GFAP",3.81913041891199,4.7711210182958,2.55737951216989e-07,0.000187478156324767,"Up"
"SOX2",3.01811498888627,4.88397447046496,3.03956973120045e-07,0.000213542438490711,"Up"
"CCL2",3.37634157648646,5.59182609309134,3.43021899277043e-07,0.000231347689748409,"Up"
"WDR74",3.72697771558419,7.25447487899764,3.57895817194575e-07,0.000232095437450682,"Up"
"SLC4A3",-1.57427764610395,6.06840823754266,4.77234866312825e-07,0.00029802433632965,"Down"
"ESR1",2.34172357455162,4.87146167290055,5.63478893165057e-07,0.000339314914916287,"Up"
"RABAC1",-1.46252522349786,8.59724893911975,5.8522668900946e-07,0.000340258869082362,"Down"
"ID2",1.61654899177667,6.0271520381918,6.27133738736313e-07,0.000352470065627766,"Up"
"PCDH8",-3.16605416668097,5.71129181126476,7.11040589206963e-07,0.000385722195418069,"Down"
"PFKFB2",1.48292543090115,5.74794307127273,7.35085057185783e-07,0.000385722195418069,"Up"
"SERPINF1",2.68710667344926,6.15628753501182,7.54927492366779e-07,0.000385722195418069,"Up"
"IMPA2",-2.69740765876888,6.5130541368385,8.5354533187153e-07,0.000416640741447126,"Down"
"TIMP3",2.27163273276117,7.37310539756857,8.64861274577392e-07,0.000416640741447126,"Up"
"SLIT2",2.73263467217486,4.623469818562,1.03654364309513e-06,0.000485476732395196,"Up"
"EDN3",4.43416206292353,4.42793835916151,1.12009998641265e-06,0.000495414105716983,"Up"
"SDC4",2.62402460442064,5.57243213740575,1.13478168884343e-06,0.000495414105716983,"Up"
"APOL1",-2.42386090935556,6.6546611611462,1.14590772332378e-06,0.000495414105716983,"Down"
"FKBP10",-1.66277305916947,7.35164312101083,1.37399305286892e-06,0.000579172421610571,"Down"
"CAMK2N1",-1.41459431360804,6.87345296538429,1.44512547381302e-06,0.000594299039364912,"Down"
"DLK1",-2.29861269320741,10.3600965306647,1.50461025546608e-06,0.000603081296897075,"Down"
"AGR3",2.35846418797789,5.10774216897634,1.53801647390868e-06,0.000603081296897075,"Up"
"MBP",1.70675124929344,5.31582156489247,1.6536075713905e-06,0.000633669937754892,"Up"
"PGR",3.26089770501593,4.48397712505903,1.81936550517363e-06,0.000663932905115974,"Up"
"F13A1",2.60704845184403,4.93754056136978,1.84911962176883e-06,0.000663932905115974,"Up"
"SYT7",-1.54539781890783,7.1552697532018,1.85071149637926e-06,0.000663932905115974,"Down"
"DEPP1",-3.08857778580503,8.05352443511404,1.91173754591027e-06,0.000671537640866522,"Down"
"AIF1L",2.53892729046757,4.8698571422525,2.28775662445301e-06,0.000787221723365351,"Up"
"THBS1",2.52833921596944,6.23698636880387,2.4489644322931e-06,0.000825839785857879,"Up"
"KRT19",2.40026658664426,4.80725464884849,3.00889981123752e-06,0.000986551198752681,"Up"
"NFIX",2.50891711887678,5.45975691459228,3.04256345027812e-06,0.000986551198752681,"Up"
"EMP1",3.18039211849109,5.36942759992628,3.14842538902525e-06,0.000991469336611132,"Up"
"CHST1",-2.35768708857607,5.30330570447994,3.19298628756353e-06,0.000991469336611132,"Down"
"SLIT1",-1.57325796092163,6.21896567863459,3.23413875295725e-06,0.000991469336611132,"Down"
"ZNF521",2.55425951889234,4.62019909179725,3.37537562233519e-06,0.00101545514731815,"Up"
"ENPP2",-2.78068171008092,8.0035699741704,3.43282980826371e-06,0.00101545514731815,"Down"
"ARAP2",2.3029094007795,4.73270258412638,3.49458474420292e-06,0.00101589988572423,"Up"
"SGK1",2.26385167821714,5.16924915417245,3.77314284085408e-06,0.00105118625108263,"Up"
"DSP",2.26259445898942,5.49788098897421,3.77334814425613e-06,0.00105118625108263,"Up"
"NDNF",2.30373618431419,5.27741613945634,3.80299871395768e-06,0.00105118625108263,"Up"
"AC008676.3",-1.78197500922689,6.1913139423061,4.20996876311618e-06,0.00114490779540164,"Down"
"CRTAC1",-4.09839473272204,6.38414138936614,5.58132620449843e-06,0.00149375779577854,"Down"
"AC073896.1",-1.26291249755964,7.4370487100086,5.83257832271965e-06,0.00153661098592775,"Down"
"NOTCH2",2.5106999266367,4.85681397849067,5.9278346145869e-06,0.00153768029902384,"Up"
"CST3",-1.58092108780252,10.4655279356517,6.21161870038751e-06,0.00156567444127781,"Down"
"ITM2A",1.53457943078729,5.58526213394163,6.22146892625665e-06,0.00156567444127781,"Up"
"GNAS",-1.40510932410227,12.7996614301226,6.66145702391205e-06,0.00165174745412031,"Down"
"SERPINE2",2.229166894877,4.81177994325324,6.96550514186937e-06,0.00170210698836318,"Up"
"ATF3",2.98886214111126,4.7313704566311,8.29441723577772e-06,0.00199788812874926,"Up"
"MGST1",3.21774811524373,4.76325408077741,9.21934624365007e-06,0.00218939995794625,"Up"
"TUBB2B",1.42467835892059,5.78322353213728,9.72232611517623e-06,0.00227677973094426,"Up"
"SAT1",1.62438039988445,8.06026962744445,1.02271996281955e-05,0.00236220291686308,"Up"
"COL4A5",2.38763561448448,4.66207910364503,1.05957797948095e-05,0.00241426274486868,"Up"
"RPL27A",-1.36160437590129,8.43966373994865,1.09453833852396e-05,0.0024534768075502,"Down"
"SLC1A3",3.21912976403642,4.73769968927851,1.10589073823507e-05,0.0024534768075502,"Up"
"ELMOD1",-1.97118230041345,6.8908970128105,1.12540133436567e-05,0.00245697504113283,"Down"
"HAP1",-2.42478737315908,5.25555929304308,1.13661142997664e-05,0.00245697504113283,"Down"
"PPP1R12C",-1.46355625634631,6.63051971143319,1.17297122281872e-05,0.0025034769351831,"Down"
"BRINP1",-3.21096207033624,5.12195668458921,1.25315893078341e-05,0.00261278827434052,"Down"
"BMPER",-2.05152186035541,5.41204205723626,1.26438001823978e-05,0.00261278827434052,"Down"
"ANXA1",1.97555522187583,6.44667667785365,1.27067575171059e-05,0.00261278827434052,"Up"
"RCN1",-1.60379053079689,8.81125496177446,1.41337441605132e-05,0.00287119349747485,"Down"
"GRIK2",3.23691097008869,4.4105152522681,1.52745173862712e-05,0.00306599568630856,"Up"
"RPS21",-2.26756083388468,10.3140098863347,1.648777861236e-05,0.00327059335509414,"Down"
"IGSF1",-1.35801211907079,9.98623304918471,1.72974563136166e-05,0.0033913071035336,"Down"
"ABCG2",1.81988477923323,5.16297869420438,1.77482711163472e-05,0.00343969654359461,"Up"
"SLC16A2",1.68254588079562,5.38678289694318,1.84775123819174e-05,0.0035403333667217,"Up"
"PDLIM5",1.321877811832,6.02915486080526,1.92438395930589e-05,0.00364573459975917,"Up"
"ACTR3B",-1.32816825522687,6.01647695199497,1.99073186568882e-05,0.00371335811644019,"Down"
"EDNRB",2.3245952003781,5.06444682844857,2.00412542907335e-05,0.00371335811644019,"Up"
"CFC1",-2.07550524163457,6.32612029375078,2.08093311008811e-05,0.00381376230099952,"Down"
"ASB4",-1.45865126374749,6.66717130608406,2.26634426573474e-05,0.00410735230083286,"Down"
"CLDN11",2.58810337224961,5.37305331622096,2.28984708070867e-05,0.00410735230083286,"Up"
"TBCB",-1.1224658398208,7.97587162077323,2.35821530487809e-05,0.00415859778257563,"Down"
"CBLN1",-2.90031185533781,5.90339924316285,2.36774442279379e-05,0.00415859778257563,"Down"
"RAB34",1.83649870767526,4.9697775017026,2.4609889696439e-05,0.00424910902901005,"Up"
"PSMG3",-1.33541428107759,5.79889284465523,2.46967964440416e-05,0.00424910902901005,"Down"
"AL035425.2",-1.5441149335349,8.16243239010407,2.576156055008e-05,0.00438753204479695,"Down"
"SUSD4",-1.56140653154045,6.24411557826651,2.77739918284654e-05,0.00452915240926949,"Down"
"ADAMTS1",2.40010568992682,4.84500547503202,2.78075267139802e-05,0.00452915240926949,"Up"
"RPS16",-1.5600260988379,9.63376492240584,2.78989500329524e-05,0.00452915240926949,"Down"
"FGFR3",2.71709084035395,4.46742557445829,2.81589704908847e-05,0.00452915240926949,"Up"
"GPC6",2.61010086492746,4.47116266766309,2.81589704908847e-05,0.00452915240926949,"Up"
"SPON1",2.20819782586493,4.94932016443951,2.82047923001777e-05,0.00452915240926949,"Up"
"GHRHR",-1.81403992098196,7.93234332707058,2.8667377126421e-05,0.0045600060917791,"Down"
"CSH1",-3.40277548507363,5.18196898849344,2.98653588523891e-05,0.00470616650102928,"Down"
"IRS4",-1.47001695409401,7.93311139111056,3.18618928381492e-05,0.00494628594289697,"Down"
"LYPD1",2.48713408617621,4.68371898168596,3.19758714059528e-05,0.00494628594289697,"Up"
"IGFBP5",2.36076703251421,8.37881417504368,3.28162160863073e-05,0.00503012926755662,"Up"
"FABP7",2.17041046672545,4.74911670980221,3.38568613447508e-05,0.0051181392074606,"Up"
"COL4A6",2.65500423159574,4.38582446895717,3.4043255929204e-05,0.0051181392074606,"Up"
"AHNAK",1.68681039999459,6.39771991917498,3.43010337727921e-05,0.0051181392074606,"Up"
"TRIM29",3.43814956135149,4.29833446822668,3.48706095512118e-05,0.0051574855056402,"Up"
"NDN",-1.33818942775174,6.95574027805139,3.64089395503892e-05,0.00533818373703576,"Down"
"CPVL",-2.6739936343626,6.82627099227576,3.72258717141108e-05,0.00541090881872088,"Down"
"JTB",-1.08663311357292,8.1665637527328,3.79090796399766e-05,0.00546311958811663,"Down"
"GADD45G",-2.20023477463021,6.63967597535049,4.02963410808241e-05,0.00575793734715063,"Down"
"PNMA2",-1.08473458274639,6.89151394188937,4.06462489805063e-05,0.00575912944588501,"Down"
"YAP1",1.84085220509188,4.91689342366264,4.17288677127165e-05,0.00586325365420094,"Up"
"FKBP11",-1.52873010263198,7.63267579670791,4.30915265742602e-05,0.00600467958321158,"Down"
"STXBP1",-0.983573905765074,7.99663794705885,4.47513834595243e-05,0.00614750896621012,"Down"
"EPHX1",1.85262602056283,6.32995416335621,4.48457151321893e-05,0.00614750896621012,"Up"
"KRT5",4.69880358297685,4.36863886793769,4.81863166863336e-05,0.00655217327135703,"Up"
"TPP1",-1.37138347618782,7.66413722337957,5.07468523711299e-05,0.00684514142263697,"Down"
"SCG3",-0.980265648561858,7.93904315238232,5.16178569563366e-05,0.00690737052492691,"Down"
"GADD45B",1.39864524850556,6.22901901119412,5.22071028151437e-05,0.00693121228792235,"Up"
"GPC1",1.73321787011054,5.18980082199892,5.51039988337169e-05,0.00725866034636954,"Up"
"KRT10",-1.78375077563781,5.90300722174883,5.74392076390404e-05,0.00750761612404543,"Down"
"POMC",4.79455446913877,13.7644977990905,6.269452794884e-05,0.0081231197284866,"Up"
"ANGPT1",1.72843772388995,5.29264534740757,6.3111837045949e-05,0.0081231197284866,"Up"
"MAGEH1",-1.35114068635694,7.78072931168042,6.43618533873945e-05,0.00822125159064287,"Down"
"LTBP1",1.61191611241063,5.09858130286633,6.48648638292515e-05,0.00822320653402262,"Up"
"RPRM",2.36664950583331,4.56485146195374,6.72611571395232e-05,0.00831108434527871,"Up"
"ADGRL2",2.2314685506473,4.51825417893292,6.72611571395232e-05,0.00831108434527871,"Up"
"PCDH9",2.11246435601691,4.56907987814517,6.72611571395232e-05,0.00831108434527871,"Up"
"CNN3",1.25520302853109,7.0313090173456,6.7529716820069e-05,0.00831108434527871,"Up"
"FAM107A",2.1655729622532,6.62046842958051,7.00804347991688e-05,0.00856250877644047,"Up"
"FGFR2",2.54863545455465,4.40513007417433,7.34796838169002e-05,0.00885057758424104,"Up"
"C3",2.3836307031846,5.85666205661058,7.35390718678908e-05,0.00885057758424104,"Up"
"UBL5",-1.37876462557097,9.14489723195111,7.40128959953731e-05,0.00885057758424104,"Down"
"THBD",1.80615399459594,5.01335942303063,7.45400057703676e-05,0.008850838290804,"Up"
"CFC1B",-1.83336880224866,5.79036112861886,7.72163139164611e-05,0.00905145452399158,"Down"
"SPARCL1",2.01983894239953,8.37553894382882,7.73032116395699e-05,0.00905145452399158,"Up"
"CACNA2D1",1.8409052861851,5.37269241896482,8.09896215685641e-05,0.00941769661563834,"Up"
"OTOS",-2.02447845651072,8.0567609774582,8.32426198691353e-05,0.00948614809239759,"Down"
"TCEAL5",-1.13545310338993,7.21332160883594,8.33167477235715e-05,0.00948614809239759,"Down"
"CDH2",2.28697011359074,5.18966809993712,8.35881766028814e-05,0.00948614809239759,"Up"
"CYP4B1",2.98730444725797,4.2509747459367,8.38287210584924e-05,0.00948614809239759,"Up"
"C5orf49",-1.76448034125321,5.35585633221651,8.61315257216847e-05,0.00965024186283444,"Down"
"COX14",-1.1301661258463,7.45868098859662,8.64234933448787e-05,0.00965024186283444,"Down"
"COL8A1",2.20386280293098,4.6313026625294,9.13795586657185e-05,0.0100300472615271,"Up"
"CP",2.13439722982102,4.58291256458517,9.13795586657185e-05,0.0100300472615271,"Up"
"UCHL1",-0.968743549864205,9.7208700130621,9.16094702731257e-05,0.0100300472615271,"Down"
"ATP6V1C2",1.28398648552263,5.53945586863997,9.65630354039223e-05,0.0103054227391524,"Up"
"GPM6B",2.1013993638699,5.26303310015233,9.68143169559783e-05,0.0103054227391524,"Up"
"HPGD",3.27859007266581,4.27289859025847,9.76415473595589e-05,0.0103054227391524,"Up"
"SLC38A4",-4.24778159798314,5.42920534610122,9.77812221785471e-05,0.0103054227391524,"Down"
"RASEF",2.47894320024752,4.48077225551033,9.80153825031945e-05,0.0103054227391524,"Up"
"TRPM3",2.23013722857641,4.44947611591944,9.80153825031945e-05,0.0103054227391524,"Up"
"HBA1",-3.46815691735641,9.57904464277839,9.89791014796052e-05,0.0103054227391524,"Down"
"TMEM208",-1.16910721354236,6.845433864231,9.90920138841055e-05,0.0103054227391524,"Down"
"CRIM1",2.15175640456646,4.93404594893905,9.96254021992672e-05,0.0103054227391524,"Up"
"KDR",1.75355651676418,5.67675461480753,0.000102252929677396,0.0104210294386277,"Up"
"RGS4",2.51228610448928,4.95432224064619,0.000102407618894583,0.0104210294386277,"Up"
"HBA2",-3.47865940879317,9.88409145270803,0.000102597170204152,0.0104210294386277,"Down"
"CDH11",2.0496810502833,5.1919794566356,0.000105179001898799,0.0106193003054829,"Up"
"PKP2",1.27058857770863,5.59776118104039,0.000108056048333518,0.0107697888393575,"Up"
"EIF1B",-0.945177595219885,7.80042374997026,0.000108458346797188,0.0107697888393575,"Down"
"PAPPA2",-3.36481853449916,5.60007061869188,0.000108734759975186,0.0107697888393575,"Down"
"EIF4E3",-1.28049567831893,6.33067634367082,0.000109224476100477,0.0107697888393575,"Down"
"NT5DC2",-1.68265041352254,6.62237375393047,0.000112051705993825,0.0109843245044296,"Down"
"ID1",2.14416859321721,6.82296515733453,0.000113165447666123,0.0110293792664654,"Up"
"ANXA2",1.21996640080897,7.11635742671997,0.000115122396157471,0.0111556248368455,"Up"
"FZD7",2.00480466205909,4.9289803412097,0.000119433191429283,0.0115072173753665,"Up"
"TBX3",2.46326436187998,4.72119610583833,0.000123909800998206,0.0118457201498336,"Up"
"SLC39A8",1.46592510111278,5.16693844483206,0.000124787274863997,0.0118457201498336,"Up"
"RPS19",-1.00841268420153,7.86493632731215,0.000125054159698142,0.0118457201498336,"Down"
"CDK5R2",-1.13570095468843,6.6128061077749,0.000129484468085907,0.012196858192159,"Down"
"COL6A6",1.65753863025705,4.87009352425788,0.000135727326382833,0.0126135999416836,"Up"
"SELENOM",-1.43466152417733,8.61806138951385,0.000135819882580456,0.0126135999416836,"Down"
"APLP1",-1.22621253332266,8.86301554032597,0.000136187422732287,0.0126135999416836,"Down"
"ITGA8",2.39403781795359,4.42297799047734,0.000136901060988559,0.0126135999416836,"Up"
"RARRES2",2.06666051835612,5.73835906992695,0.000139156484309073,0.0127517254453005,"Up"
"ID4",2.41666111644295,5.64759852649355,0.000150369668572869,0.0137047728746332,"Up"
"FAM163A",-1.29784834326916,6.36266796558614,0.000154641632274213,0.0140183471063199,"Down"
"TIMP4",-1.20249564034413,6.33985417548742,0.000159705575161651,0.0143240721749507,"Down"
"P3H4",-1.29274098974673,5.56638748956966,0.000159713277319894,0.0143240721749507,"Down"
"PTPRJ",-1.04560592310891,6.59893196108223,0.000167210008215228,0.0148484562564168,"Down"
"LGR6",2.40729114189419,4.57977054161672,0.000167321433409595,0.0148484562564168,"Up"
"ATP13A1",-1.13190085702168,6.01638283709647,0.000168897358217735,0.0149098343293677,"Down"
"SOX9",2.22123529744391,4.79650167446014,0.000171624185970161,0.0150716427064733,"Up"
"KCNMB2",-2.01824192773357,5.01158435278967,0.000174744575522102,0.0152661569320112,"Down"
"ERBB4",2.20718181108646,4.82761740467481,0.000177325606457022,0.0153688983765302,"Up"
"CHRDL1",2.65065602370951,4.33165362095944,0.000177833066220553,0.0153688983765302,"Up"
"S100B",2.11044669043074,4.68782712985751,0.000178655126137235,0.0153688983765302,"Up"
"ACSL6",-1.60453703769148,5.51820744382706,0.000179973244937064,0.015403699913116,"Down"
"ERP29",-1.14032279826361,7.81474188422814,0.000182221058628811,0.0155173195431332,"Down"
"ATP1A2",1.76659879553838,5.24457885614223,0.00018393790467335,0.0155228884561772,"Up"
"SAMD5",2.12625826799649,4.56422273958195,0.000184127732117635,0.0155228884561772,"Up"
"NUCB2",-0.969153108840508,8.15076401398298,0.000196430928716026,0.0164494591886685,"Down"
"TMX4",-0.750122827144514,8.13188848979642,0.000197949672068287,0.0164494591886685,"Down"
"IGFBP3",1.57512334798216,6.97921507521551,0.000198045205818142,0.0164494591886685,"Up"
"TSPAN7",-0.795637055088109,7.75625106019591,0.00020097038186265,0.0166105961205203,"Down"
"SLC7A2",2.29071657229036,4.47857316438968,0.000207529788345648,0.0170690720063218,"Up"
"NDUFB4",-1.03516757903604,8.32271319769319,0.000210170513717244,0.0171946247287469,"Down"
"ARHGEF17",-1.24157418249525,5.81983761103469,0.000211517252509763,0.0171946247287469,"Down"
"PLEKHG5",1.4411621655776,5.14336541556343,0.000212115648157247,0.0171946247287469,"Up"
"HM13",-0.899708979513784,7.85444944707808,0.000216782576776846,0.0174888565886814,"Down"
"BAG1",-1.01181540036361,6.6410525885229,0.000219694596745617,0.0176393837891802,"Down"
"ATP6V0B",-1.20503764313969,8.24986738318082,0.000221432099338179,0.0176946285637016,"Down"
"POLR2I",-0.974393012368675,6.65871123419048,0.000227453715113557,0.018090080615706,"Down"
"HTATIP2",-1.05412121836841,6.85405282910559,0.000228898670036482,0.0181195327487565,"Down"
"TMEM233",-2.75144731410986,4.87260157062048,0.000232470224640691,0.0183162638208724,"Down"
"SLCO1C1",2.82134639260316,4.46703298960257,0.000235603344498123,0.0184767813561993,"Up"
"PRDX4",-1.39697138832012,8.52986805236646,0.000240240751153187,0.0187532375240457,"Down"
"LMNA",1.41392245158662,6.24691932959869,0.000244900400027538,0.0188974523834474,"Up"
"SRM",-1.22395923841372,6.35564081651816,0.000245136286926386,0.0188974523834474,"Down"
"OGN",2.33383447211526,5.23210351125944,0.00024545057066455,0.0188974523834474,"Up"
"YPEL3",-1.04656956860017,6.63476046910604,0.000249071685478721,0.0190404494111099,"Down"
"ROBO1",1.73028257443956,4.81905734197736,0.00024956641479481,0.0190404494111099,"Up"
"C4orf48",-1.42035642338204,7.49836022237959,0.000250960527569301,0.0190605651141711,"Down"
"DCTN3",-1.08114227162944,7.50537906211407,0.000254549828825131,0.0192464783130966,"Down"
"SOCS1",-1.7479815701484,5.00751917181128,0.000260883466605484,0.0196373041537279,"Down"
"LHFPL6",-1.60737996155373,6.65116951272709,0.000269767351679588,0.0202157658518646,"Down"
"USP11",-0.778547537285257,8.23779566616698,0.000271821219786081,0.0202177760493407,"Down"
"HES1",2.09915691181107,4.98650037022472,0.000272685406207123,0.0202177760493407,"Up"
"SHISA3",-3.44328678385683,4.66679395776864,0.000273391432254889,0.0202177760493407,"Down"
"TMEM59L",-1.43800020137113,7.43763246351249,0.000278441029240999,0.0205012846900982,"Down"
"ATP1B3",1.31155866930453,6.10561829858546,0.000281193039723099,0.0205305640520067,"Up"
"PLPPR2",-1.0295400615163,6.45285076862192,0.000281273963348173,0.0205305640520067,"Down"
"TC2N",2.28478560238287,4.51395257856393,0.000285666305984324,0.0207612913155245,"Up"
"DNER",-1.03923928169373,7.79874472805684,0.00029249004986595,0.0211659859690549,"Down"
"DSG2",2.37135723372072,4.38084012615802,0.00029818798719658,0.0214861010774425,"Up"
"MPZL2",1.52666123633254,4.9926955352395,0.000306768611326762,0.0220103215131086,"Up"
"IFI6",-1.57823522173722,9.29297365689131,0.000308769492992896,0.0220600102599713,"Down"
"BTG2",1.4162118415106,7.1659165315058,0.000310834333943238,0.0221138299772867,"Up"
"CNPY2",-1.02196838150545,7.0220849190977,0.000325214236635505,0.0230396522853414,"Down"
"HPCAL1",-1.03628072588462,6.57713655378079,0.000327958431049615,0.0231368498155965,"Down"
"COX17",-1.0847915410169,8.39774333547833,0.000331033908737324,0.0232565113967501,"Down"
"SHC2",-1.10046322153121,6.0520193119551,0.000337854588021323,0.0235551980133704,"Down"
"PENK",-4.36204337873988,5.4868403560891,0.000339803503146419,0.0235551980133704,"Down"
"TAGLN",1.52014783163376,5.73961568679149,0.000340353769311897,0.0235551980133704,"Up"
"HIPK2",-1.04219135219188,6.85972477074358,0.00034087351374547,0.0235551980133704,"Down"
"CNIH2",-1.2488164078394,6.68654868585271,0.000346973357452732,0.0238788480816756,"Down"
"ENPP1",-1.29484982798811,7.23549198836466,0.000351383236702392,0.0240840355855245,"Down"
"NRXN1",1.49523585641573,5.394280520922,0.000356709090400497,0.0243500889604971,"Up"
"TDRD9",-1.55315458503739,6.91475754688809,0.000361855410366136,0.0246017906217073,"Down"
"KDELR1",-1.08921688932187,8.15595645183641,0.000365481097284269,0.0247485011297592,"Down"
"SSX2IP",1.22171056394218,5.39554416238981,0.000370257873271079,0.0249716720048947,"Up"
"KDELR3",-1.34842372320879,6.42233738892704,0.00037332784044085,0.0250784092337577,"Down"
"KCTD12",1.40129865752941,5.38966655238093,0.000379181714962599,0.025370567047557,"Up"
"NFIB",1.55371479436878,4.98317440209516,0.000380913174289558,0.0253856799671788,"Up"
"PCBP2",-0.682042168238083,8.66514608421257,0.000383916075000358,0.0254850745692166,"Down"
"CPE",-1.10163441535162,10.7523314745663,0.000389065257984652,0.0257256051563891,"Down"
"SNAP25",-1.19844575166601,8.35594526642526,0.000392399110507217,0.0258446929775867,"Down"
"AQP4",2.73790782041219,4.26535325769994,0.000402056445855884,0.0260733605137541,"Up"
"PI16",2.58078982696806,4.31930526803446,0.000402056445855884,0.0260733605137541,"Up"
"CELSR1",2.50360054516467,4.28776728342357,0.000402056445855884,0.0260733605137541,"Up"
"GREB1",2.47037014776799,4.25161697049065,0.000402056445855884,0.0260733605137541,"Up"
"SERPINI1",-1.2528060020655,7.9543921616827,0.000410476144735055,0.0264840149312116,"Down"
"TMEM200A",-1.05492793220763,6.2111593907135,0.000411727109292154,0.0264840149312116,"Down"
"AC002996.1",-0.995629457427063,7.18264105352324,0.000413995708355666,0.0264840149312116,"Down"
"SPATS2L",1.78310119550496,4.70089120674543,0.000414671724206148,0.0264840149312116,"Up"
"SYT5",-1.22723534228663,6.18103924599387,0.000421400598038099,0.026812209371775,"Down"
"GNLY",-4.55916333371999,5.9279037148627,0.000433926368292705,0.0274831737828323,"Down"
"BAMBI",2.26165791989324,4.45570773985146,0.000435205942708987,0.0274831737828323,"Up"
"AGR2",2.14685262499509,5.75321832647329,0.000443377415706371,0.027894726142631,"Up"
"RPL18",-0.811916731735439,10.1351737127256,0.000448116462012854,0.028088073107802,"Down"
"BCAT1",-1.78599731135989,7.1151233268029,0.00045699862595643,0.0284385146294498,"Down"
"ERBB2",1.66180730990233,4.78962787369112,0.000457080687063691,0.0284385146294498,"Up"
"NDUFA2",-1.00036448871958,7.17737763822375,0.000461000156055448,0.0285769251148931,"Down"
"SWI5",-0.950387742805271,6.47120707267993,0.000471186240133615,0.0289346213688285,"Down"
"CREB3",-0.930272218873638,6.9633572352535,0.000471247364991006,0.0289346213688285,"Down"
"LSM7",-0.936298679257601,6.98880975392436,0.000472288527451071,0.0289346213688285,"Down"
"AC034228.3",-1.53078942203383,5.33112561050722,0.000473988928767372,0.0289346213688285,"Down"
"WNT5B",-2.10355481539214,4.79987811911481,0.000476625276967437,0.0289346213688285,"Down"
"DACH1",1.69200957756702,4.88520766851215,0.000477066884558112,0.0289346213688285,"Up"
"ULK1",-1.18603484166726,6.26698056955953,0.000486343480768605,0.0293915320044424,"Down"
"CALB1",2.36631458526614,4.80357471549948,0.000493402015708797,0.0297116120959501,"Up"
"GPHA2",2.64464396843858,4.66976254536198,0.0004986662244141,0.0298289280651378,"Up"
"ATP5MF",-0.964373510799727,8.67521249516892,0.000498888423840155,0.0298289280651378,"Down"
"MFAP4",1.79510870034718,5.66001602794457,0.000513844244419071,0.0306145858839221,"Up"
"OLFM1",-1.02258824401029,7.55702640287188,0.000545269077932577,0.0322922902967258,"Down"
"CFAP91",-1.21331809697593,6.03209478620711,0.000545833742634888,0.0322922902967258,"Down"
"NAA20",-1.12858408136951,7.33644413924084,0.000550870272757457,0.0324763065348373,"Down"
"DPYD",1.46664097649037,5.01430210989046,0.000553437595601103,0.032504439398079,"Up"
"FOXL2NB",2.13422836023829,4.77948323526385,0.000555769041931479,0.032504439398079,"Up"
"RPL18A",-1.06184162713472,9.32661874492567,0.00055713083364242,0.032504439398079,"Down"
"TMED3",-1.0034764109077,7.8629053478072,0.000568629632930491,0.0330609111753138,"Down"
"SIVA1",-0.968876844988118,6.76144550926693,0.000577485281841118,0.0331601390624691,"Down"
"TNC",2.19009546863113,4.47370260196193,0.00057987876821,0.0331601390624691,"Up"
"CPXM2",2.14268773092286,4.4800510378988,0.00057987876821,0.0331601390624691,"Up"
"STMN2",2.04574043097676,4.48606361067605,0.00057987876821,0.0331601390624691,"Up"
"AL358472.6",-0.859845938304452,7.28003121746744,0.000581113368207515,0.0331601390624691,"Down"
